source,expert,quote,emotion_label,emotion_score,persuasion_score
4499,Professor Sing,"“He was perceived to cover up his real intent,” Professor Sing said.",disgust,0.8105365037918091,0.0
4499,Professor Sing,"Professor Sing said that many people in Hong Kong also believed that the two politicians’ remarks at the   ceremony handed the Chinese government a pretext to reinterpret the Basic Law, which was negotiated before Britain returned the territory to Chinese rule in 1997.",neutral,0.3260059058666229,0.0
4569,Professor Levin,Professor Levin called globalism “the defining folklore and narrative for the racist right” but said it had also “become a convenient boogeyman to explain the various declines that the United States is perceived to be in.,neutral,0.5909310579299927,0.0
4648,Professor Kaufmann,"While most researchers in that field focus on ethnic minorities, Professor Kaufmann does the opposite: He studies the behavior of ethnic majorities, particularly whites in the United States and Britain.",neutral,0.8814873099327087,0.0
4648,Professor Kaufmann,"But although many white supremacists are also white nationalists, and vice versa, Professor Kaufmann says the terms are not synonyms: White supremacy is based on a racist belief that white people are innately superior to people of other races white nationalism is about maintaining political and economic dominance, not just a numerical majority or cultural hegemony.",neutral,0.8813096284866333,0.0
4648,Professor Kaufmann,"(Over all, he won white voters by 21 percentage points.) Professor Kaufmann argues that anxiety over white identity and   populist politicians can have a symbiotic relationship, each strengthening the other.",fear,0.6100536584854126,0.0
4648,Professor Kaufmann,"” “This is all about the   norm,” Professor Kaufmann continued.",neutral,0.6916577219963074,0.0
4679,Professor Halderman,That view spread quickly on social media on Tuesday evening when New York magazine published an article about Professor Halderman and others who had contacted the remnants of the Clinton campaign.,neutral,0.6233623623847961,0.0
4679,Professor Halderman,"Until the publication of Professor Halderman’s work, Clinton supporters had few reasons to hope.",neutral,0.8799412846565247,0.0
4679,Professor Halderman,"“If attackers can modify that software by infecting the machines with malware, they can cause the machines to give any answer whatsoever,” Professor Halderman wrote.",neutral,0.49513137340545654,0.0
4749,Professor Niklas,"“The fact that the damn plant moves makes it scary,” Professor Niklas said, adding that its status as something illegal to poach makes it “sexy.",fear,0.9479933381080627,0.0
4799,Professor Katz,"Other policy questions remain unanswered, Professor Katz and others said, including whether the Justice Department will pursue voting rights lawsuits that the Obama administration started or joined.",neutral,0.7570136785507202,0.037
4799,Professor Katz,"“The consequences here will be in what they don’t do as well as what they affirmatively do,” Professor Katz said.",neutral,0.77315753698349,0.048
4822,Professor Levine,"“The expectation is that Bill English will be the new leader of New Zealand,” Professor Levine said.",neutral,0.8977171778678894,0.059
4822,Professor Levine,"Key successfully negotiated the visit of the Sampson without generating internal political controversy or compromising American policy that neither confirms nor denies its vessels are carrying nuclear weapons, Professor Levine said.",neutral,0.6364319920539856,0.0
4862,Professor Scheidel,” Professor Scheidel does not offer a grand unified theory of inequality.,neutral,0.7867119908332825,0.0
4862,Professor Scheidel,"Professor Scheidel’s analysis “omits benign forces,” said Branko Milanovic, a professor of economics at the Graduate Center of the City University of New York.",neutral,0.6508291363716125,0.0
4862,Professor Scheidel,"“It makes a lot of sense as far as it goes,” he said of Professor Scheidel’s thesis, “but do I believe this is the entire story about how inequality can decline?",neutral,0.5757720470428467,0.0
4862,Professor Gordon,"Roosevelt introduced the New Deal as a huge public effort to restore employment and raise incomes and spending in response to the Depression of the 1930s, not war, Professor Gordon points out.",neutral,0.9025574326515198,0.0
4862,Professor Scheidel,As Professor Scheidel bluntly puts it: “Serious consideration of the means required to mobilize political majorities for implementing any of this advocacy is conspicuous by its absence.,neutral,0.5763844847679138,0.0
5005,Professor Crane,"” While acknowledging the current weakness of international justice, Professor Crane has been working throughout the Syrian conflict to compile evidence of possible war crimes against different parties in hopes that they will one day be held to account.",neutral,0.4434601664543152,0.026
5010,Professor Helen Picton,"Professor Helen Picton, who leads the division of reproduction at the University of Leeds and who oversaw the preservation of the tissue, said that the outer part of the ovary that contained eggs was cut into pieces.",disgust,0.8145158290863037,0.0
5010,Professor Picton,"It would be another three years before the first live birth from preserved adult ovarian tissue, and the prospect of its working in a girl well before puberty was even more uncertain, Professor Picton said.",fear,0.9100014567375183,0.029
5010,Professor Picton,"“We waited and the ovarian tissue started to get revascularized,” Professor Picton said.",neutral,0.8756799697875977,0.0
5010,Professor Picton,"” More than 60 women have so far given birth after having preserved ovarian tissue reimplanted in their bodies, Professor Picton said.",neutral,0.4816643297672272,0.0
5010,Professor Picton,"In Europe alone, thousands of girls and women have had their ovarian tissue frozen and stored, Professor Picton said.",neutral,0.576604962348938,0.0
5066,Professor Miscoiu,"” “Picking Shhaideh suggests that Dragnea will control the government without taking direct responsibility,” Professor Miscoiu added.",disgust,0.779591977596283,0.062
5066,Professor Miscoiu,” Professor Miscoiu said the choice might have also been intended to counter accusations of orthodoxism and nationalism during the campaign.,neutral,0.7583296895027161,0.05
5256,Professor Espada,"” Professor Espada takes pride in teaching nearly illiterate men to read, in counseling younger inmates, and in helping others work through their cases in the library.",disgust,0.41687682271003723,0.0
5296,Professor Segall,"the court’s unanimous unsigned opinion urged lower courts to find a compromise, one that Professor Segall said “may lead to a better solution for both sides.",joy,0.6449905037879944,0.037
5296,Professor Segall,"” The opinion sought to bridge the gap between religious groups that wanted no part in providing contraception coverage to their female employees and the Obama administration, which wanted to make sure the coverage remained easily accessible “This type of consensus decision making,” Professor Segall said, “is a welcome change from the normal political and sometimes partisan approach we normally see in important   opinions, where one side can impose its own agenda on the parties and the country.",neutral,0.6893852353096008,0.0
5309,Professor Greenwald,"“Value investing has always focused primarily on asset value,” Professor Greenwald told me.",neutral,0.9176950454711914,0.0
5309,Professor Greenwald,"“That’s always been the issue with Apple,” Professor Greenwald said.",neutral,0.8406521677970886,0.0
5309,Professor Greenwald,"Among technology companies that have already made the same transition, Professor Greenwald cited IBM, Intel, Cisco, Microsoft and Dell, companies whose share prices, after great rocket rides, have mostly languished in recent years.",neutral,0.855181097984314,0.0
5309,Professor Greenwald,"“If you believe the iPhone will be the global standard in 25 years, you’d buy” Apple stock, Professor Greenwald said.",neutral,0.9447241425514221,0.048
5474,Professor Cohen,Professor Cohen said Justice Kennedy’s vote in Monday’s case was a puzzle.,neutral,0.624514102935791,0.0
5474,Professor Cohen,"He may have been swayed by the burdens placed on women having to drive hundreds of miles to obtain abortions, Professor Cohen said, or by the lack of medical evidence justifying the restrictions  —   or both.",fear,0.4993332624435425,0.029
5597,Professor Kwong,"“On the one hand, he does everything Asians are supposed to do  —   he went to Harvard  —   and on the other hand, he’s doing things Asians are not supposed to do: sports,” said Professor Kwong, who specializes in Chinese immigration.",neutral,0.7654743790626526,0.0
5604,Professor Gordon,"Professor Gordon pointed to the broad statements about the health insurers contained in the suit, saying the government went beyond the typical legal arguments.",neutral,0.9077673554420471,0.0
5662,Professor Wagner,Professor Wagner had been teaching in a summer program in London.,joy,0.5700665712356567,0.0
5662,Professor Wagner,"“We will do all we can to assist Professor Wagner and his loved ones, as well as his friends and colleagues in the psychology department, as they mourn.",sadness,0.9717429280281067,0.036
5684,Professor Noe,"But as they reached the end, Professor Noe observed that the sketches of more recent defendants, like Bernard L.",neutral,0.6926653385162354,0.0
5786,Professor Walter,"(The United States backed this effort, too, in case the alliances weren’t complicated enough already.) “We tend to think this is as bad as it can get,” Professor Walter said.",disgust,0.7393648624420166,0.0
5786,Professor Fearon,"As Professor Fearon of Stanford put it, “It’s more important to stop the other side from winning than it is to win yourself.",neutral,0.7828336358070374,0.0
5786,Professor Fearon,"Professor Fearon, listing the ways that Syria’s war cannot end, said that in the best case, one side would slowly grind out a   victory that would merely downgrade the war into “a somewhat   insurgency, terrorist attacks and so on.",neutral,0.642884373664856,0.05
5786,Professor Walter,According to a 2015 paper by Professor Walter and Kenneth M.,neutral,0.5310463905334473,0.0
5792,Professor Moore,"When asked about her policy, Professor Moore said: “I love what I do.",joy,0.8848276734352112,0.0
5792,Professor Moore,"“The Second Amendment allows for a   militia,” Professor Moore said.",neutral,0.8176681399345398,0.0
5792,Professor Moore,"“I’m a lesbian who teaches gay and lesbian studies,” Professor Moore said.",neutral,0.4043310284614563,0.0
5848,Professor Hackett,"Professor Hackett said, if left unchecked, it could set off “tremendous cascading effects,” devastating California’s marine ecosystems.",fear,0.6214077472686768,0.056
5857,Professor Marsden,"It is not just the number of people ahead of you, but their age and what they are buying that can make a difference, Professor Marsden said.",neutral,0.9481764435768127,0.0
5857,Professor Larson,"Also consider the number of different items they are buying, Professor Larson said.",neutral,0.9382930397987366,0.0
5857,Professor Marsden,"Still, most people prefer to take their chances with parallel lines  —   individual lines dedicated to a single cashier  —   even though most of the time they end up picking a slower line, Professor Marsden said.",neutral,0.910387396812439,0.0
5857,Professor Norton,Professor Norton recommended talking to the person next to you or reading the magazines in the store’s racks.,disgust,0.86182701587677,0.0
5867,Professor Holland,"“What do you do if the Republican candidate is unpalatable to you?” asked Professor Holland, who also lives in the county.",neutral,0.6530271768569946,0.0
5869,Professor Qaq,"“The Palestinians want to give the impression that their issue is still high in the sky and everybody is losing sleep because of the Palestinian question,” Professor Qaq said.",neutral,0.7040647268295288,0.0
5873,Professor Mercieca,"“The comment demonstrates that she (like Romney) lacks empathy for that group,” Professor Mercieca said.",disgust,0.4996385872364044,0.0
5873,Professor Mercieca,"” It sounded, Professor Mercieca said, as if Mrs.",disgust,0.6115911602973938,0.0
5922,Professor Sharpe,"“We just about nailed it, which made us feel very good for ourselves  —   but very bad for the city,” Professor Sharpe said.",joy,0.719598114490509,0.0
5922,Professor Sharpe,"The   numbers are “close to the truth of the liability,” Professor Sharpe said.",neutral,0.9452235698699951,0.0
5922,Professor Sharpe,’” Professor Sharpe said.,disgust,0.41876038908958435,0.0
5922,Professor Sharpe,Professor Sharpe noted that Calpers’s   method was “virtually the precise approach advocated in this paper.,neutral,0.8268976807594299,0.0
5972,Professor Chavis,"“Even if the officer was mistaken about what he had in his hand, and yet it was reasonable, it could be deemed a justified shooting,” Professor Chavis said.",anger,0.6730490326881409,0.036
6080,Professor Nichol,"“There are challenging legacies,” Professor Nichol said.",neutral,0.9160155057907104,0.0
6096,Professor Rhodes,"” “The media, like most of white America, was deeply frightened by their aggressive and assertive style of protest,” Professor Rhodes said.",fear,0.9845077991485596,0.0
6096,Professor Rhodes,"” “One thing The Times figured out was that the Panthers were selling newspapers,” Professor Rhodes said.",neutral,0.8734881281852722,0.0
6096,Professor Rhodes,"Looking at contemporary news coverage, Professor Rhodes said progress has been made when it comes to covering race and activism.",neutral,0.9310667514801025,0.0
6155,Professor Hasen,"”) “This comes up every election because businesses have this   idea that they can promote their business and be patriotic,” Professor Hasen said.",neutral,0.743098795413971,0.0
6163,Professor Chan,"“The irony here is Hong Kong courts, being common law courts, would be using common law techniques to interpret an interpretation handed down from a Leninist legal system,” Professor Chan said.",surprise,0.49272698163986206,0.032
6163,Professor Chan,"That raises the possibility, however remote, that Hong Kong’s highest court, the Court of Final Appeal, may rule that Beijing’s interpretation, which has not been approved by the entire National People’s Congress, is an amendment and not enforceable, Professor Chan said.",neutral,0.8081660270690918,0.023
6163,Professor Chan,"In 1999, the Court of Final Appeal found that it had the power to declare “invalid” acts by the Chinese Parliament or its standing committee that violated the Basic Law, Professor Chan said.",anger,0.61186683177948,0.0
6176,Professor Hallett,"“If you are concerned about the exploitation of workers, you should not be prosecuting or deporting worker victims, because that discourages workers from coming forward in situations where they are being exploited,” Professor Hallett said.",disgust,0.33966726064682007,0.029
6189,Professor Brinkley,"Spontaneous protests broke out across the country after the Lincoln victory, Professor Brinkley said.",anger,0.43913450837135315,0.0
6217,Professor Smith,"“So as much as the vote is for Michael Tubbs a lot of the vote is also against Anthony Silva,” Professor Smith said.",neutral,0.8065370321273804,0.0
6228,Professor Hart,"At the time, labor camps in prisons were common as a way to rehabilitate criminals, Professor Hart said.",disgust,0.9189983010292053,0.0
6259,Dr Pepper Snapple,"It hasn’t been a good year for the troika that dominates soft drink sales,   PepsiCo and Dr Pepper Snapple.",sadness,0.8464207053184509,0.0
6259,Dr Pepper Snapple Group,The Dr Pepper Snapple Group has nearly doubled sales of seltzers over the last several years as part of its effort to encourage greater consumption of   drinks.,neutral,0.6201332211494446,0.0
6265,Professor Kaplan,"“Thirty and 40 years ago, entertainers and sports figures didn’t have that kind of money,” Professor Kaplan said.",neutral,0.9315380454063416,0.0
6265,Professor Kaplan,"“It’s not going to happen to everyone, but it’s an inspiration that if you work hard and have talent, really good things can happen,” Professor Kaplan said.",neutral,0.8242558240890503,0.0
6293,Professor Clark,"“I never heard the assailant say anything,” Professor Clark said.",disgust,0.7129018902778625,0.0
6294,Professor Panarotto,"“Lots of football clubs in Brazil have problems in the way they are run, with corruption and bad management practices, but Chapecoense is different,” Professor Panarotto said.",neutral,0.639506995677948,0.0
6299,Professor Hughes,Professor Hughes and a team of scientists drew their findings from about 900 dive surveys along the length of the reef in October and November.,neutral,0.8040568232536316,0.0
6299,Professor Hughes,"“The good news is that in the south, only about 1 percent of the reef’s coral has died, and the mortality rate in the middle is about 6 percent,” Professor Hughes said.",joy,0.4285426735877991,0.0
6299,Professor Hughes,"Coral in the north was “cooked” as water temperatures rose about two degrees, Professor Hughes of James Cook University said.",disgust,0.7127904891967773,0.0
6299,Professor Hughes,"But he added that coral cover had increased around 19 percent in the years leading up to it, a figure that Professor Hughes disputes.",neutral,0.9265344142913818,0.0
6299,Professor Hughes,"“We will have a reef in 30 years’ time, but the species along the reef are already shifting,” Professor Hughes said.",neutral,0.9135053157806396,0.048
6352,Professor Bird,"In an interview, Professor Bird gave a long list of reasons.",neutral,0.6326894760131836,0.0
6352,Professor Bird,"“You’ve got loyal, you’ve got friendly, you’ve got smart, you’ve got hearty: That’s what Canadians think we are,” Professor Bird said.",neutral,0.9100418090820312,0.0
6352,Professor Bird,’” Professor Bird said.,neutral,0.45980122685432434,0.0
6352,Professor Bird,"Even so, Professor Bird is among those now pushing to get a gray jay bill through Parliament somehow.",neutral,0.881360650062561,0.0
6407,Professor Hinton,"Why doesn’t he get it?” “At lunchtime,” Hinton said, “someone in the queue yelled: ‘Professor Hinton!",anger,0.5805813670158386,0.0
6431,Professor Mechoulam,"When administrators at the Weizmann Institute of Science, where Professor Mechoulam was conducting his research, first called the police with the request, he recalled in an interview, “they asked if I was trustworthy.",fear,0.6017148494720459,0.0
6431,Professor Mechoulam,"” Professor Mechoulam, 86, has continued his research in his current post, focusing on the compounds in the brain that make the active components of marijuana work.",neutral,0.8612760305404663,0.0
6431,Professor Mechoulam,"Professor Mechoulam is also a member of the advisory board of Breath of Life, whose products, according to Mr.",neutral,0.6898418068885803,0.0
6464,Professor Reynolds,"In a column this week in The News  Observer, the Raleigh newspaper, Professor Reynolds said the system’s “electoral integrity score” for North Carolina ranked the state alongside Cuba, Indonesia and Sierra Leone.",neutral,0.9106394052505493,0.0
6474,Professor Avineri,"“It is not an easy choice, but he has to make a choice,” Professor Avineri said, adding: “Is Israel going to alienate itself from the whole world for the sake of settlement activity?",disgust,0.4705558717250824,0.0
6493,Professor Wolt,Evans and Professor Wolt referred questions about their role to Mr.,neutral,0.685820996761322,0.0
6493,Professor Isaacs,"Professor Isaacs is a founder of enEvolv, a   that engineers tiny organisms “to produce   chemicals.",neutral,0.6154714226722717,0.0
6493,Professor Isaacs,Professor Isaacs referred questions to Mr.,neutral,0.6661804914474487,0.0
6493,Professor Isaacs,"Professor Isaacs, he said, did not have a conflict that required disclosure because his company’s technologies are not now being used in biotech.",neutral,0.9210911989212036,0.0
6519,Professor Epstein,"“But Chief Justice Roberts is also right,” Professor Epstein said.",neutral,0.8569799065589905,0.0
6537,Professor Stiglitz,"“The likelihood that we will get a manufacturing recovery is close to nil,” Professor Stiglitz said.",neutral,0.5241531133651733,0.062
6537,Professor Rodrik,"Manufacturing, Professor Rodrik points out, has unique advantages.",neutral,0.9359250068664551,0.0
6590,Professor Barnett,"“You would like a president with some idea about constitutional limits on presidential powers, on congressional powers, on federal powers,” Professor Barnett said, “and I doubt he has any awareness of such limits.",neutral,0.924764096736908,0.03
6590,Professor Epstein,"Bush “often went beyond what he should have done,” Professor Epstein said.",disgust,0.5201480984687805,0.083
6590,Professor Epstein,"“I can easily see a situation in which he would take the Andrew Jackson line,” Professor Epstein said, referring to a probably apocryphal comment attributed to Jackson about Chief Justice John Marshall: “John Marshall has made his decision now let him enforce it.",neutral,0.9271641969680786,0.023
6590,Professor Yoo,"“But they weren’t doing it because they had cases before those judges as individuals,” Professor Yoo said.",neutral,0.928763210773468,0.0
6590,Professor Somin,"“There are very few serious constitutional thinkers who believe public figures should be able to use libel as indiscriminately as Trump seems to think they should,” Professor Somin said.",neutral,0.6544773578643799,0.069
6636,Professor Menon,"Professor Menon said he worries most about the political leadership if Britain leaves: “Who’s providing it, who has the authority to do anything, and whether political contagion spreads to our European partners, which then leads to a hideous, ugly standoff before the negotiations have even started.",disgust,0.6961385607719421,0.0
6711,Ms Imam,"“The accused and the complainant are from the same family and they forgive each other,” Ms Imam said.",neutral,0.518712043762207,0.0
6716,Professor Jaros,"But, Professor Jaros added, “there’s no question that after today, the hurdles seem as high as they’ve ever been.",neutral,0.9074469208717346,0.0
6745,Professor Schaefer,"government wanted to keep that option open,” Professor Schaefer said.",neutral,0.7773001790046692,0.0
6762,Professor Karpowitz,"Most Mormons were Democrats in the 19th century, Professor Karpowitz notes, because of Republican opposition to polygamy, but they started to move to the right in the 20th century.",neutral,0.9048375487327576,0.0
6820,Professor Mark,"” The effort involved leaking or even writing stories for sympathetic newspapers in India and hoping that they would be picked up in the West, said Professor Mark N.",disgust,0.7113218903541565,0.036
6940,Professor Cuite,"“Communicators do this to stress the possibility that people who do not evacuate could be killed,” said Professor Cuite, who was a principal investigator of a study called “Best Practices in Coastal Storm Risk Communication.",fear,0.4982514977455139,0.029
6940,Professor Walter Gillis Peacock,"Officials can follow up with messages tied to specific deadlines and actions, Professor Walter Gillis Peacock, director of the Hazard Reduction and Recovery Center at Texas AM University, said in an email.",neutral,0.9644174575805664,0.0
6940,Professor Peacock,"Professor Peacock added that evacuees do not necessarily have to travel far, and moving inland will generally be a safe place.",neutral,0.927197277545929,0.048
6940,Professor Peacock,"Overcoming resistance from those who think they know better will be impossible, Professor Peacock said.",neutral,0.47380635142326355,0.067
7022,Professor Brady,"“This is a heroic narrative that is meant to inspire young people in China,” Professor Brady said.",neutral,0.8479214906692505,0.0
7056,Professor Freeman,"Such an approach can be “stealthier” than trying to undo the regulation itself, Professor Freeman said.",neutral,0.6189227104187012,0.0
7074,Mr Trump,Mr Trump also unveiled his economic team of investment titans.,neutral,0.47766220569610596,0.0
7088,Professor Rigger,"foreign policy that they can’t, A, know about and, B, work out logically,” Professor Rigger said by telephone.",neutral,0.8699827790260315,0.0
7117,Dr Kaplan,"Finally, in 2007, he went to see Dr Kaplan.",joy,0.7873862385749817,0.0
7196,Professor Gates,"“When she walked in, I think Toni almost had a heart attack,” Professor Gates, now at Harvard, told me.",fear,0.7986319661140442,0.0
7196,Professor Gates,"Not long after she graduated, she considered ditching movies altogether and doing graduate work with Professor Gates.",fear,0.45222193002700806,0.0
7275,Mr Sterling,"On Sunday night, he was at the Triple S convenience store, where Mr Sterling was shot a week ago, and which on this night was distinctly devoid of police officers after tense protests downtown hours earlier.",fear,0.7719939351081848,0.0
7290,Professor Scafidi,"“Dress is now open to the interpretation of the individual, rather than an institution,” Professor Scafidi said.",neutral,0.8112087845802307,0.0
7290,Professor Scafidi,"“There’s a strain of thought that says an employee represents a company, and thus dress is not about personal expression, but company expression,” Professor Scafidi said.",neutral,0.9035457968711853,0.0
7290,Professor Scafidi,"” Professor Scafidi said, “My business uniform is a black jacket with a fitted,   sheath, classic     pumps, and usually our logo pin  —   my equivalent of armor, arms and insignia, respectively.",neutral,0.8552970290184021,0.0
7290,Professor Scafidi,"“We are moving into an era where personal expression is going to trump the desire to create a corporate identity,” Professor Scafidi said.",neutral,0.8599587082862854,0.0
7324,Professor Bauer,Professor Bauer likened the situation to the sexual abuse scandal that engulfed the Catholic Church.,disgust,0.9287195205688477,0.0
7324,Professor Mac,"“It’s career suicide to come forward,” said Professor MacKinnon.",sadness,0.5663895010948181,0.0
7324,Professor Mac,"“It’s the obligation of the   lawyer to protect the company,” Professor MacKinnon said.",neutral,0.755831778049469,0.0
7324,Professor Mac,"“It’s hard to overstate how important it is that even someone as powerful as Ailes was held accountable,” Professor MacKinnon said.",neutral,0.7143820524215698,0.0
7332,Professor Voos,"Professor Voos’s study, which compared students at four public universities that had graduate student labor unions with four that did not, found that on balance students at the unionized universities reported having better personal relationships and “professional support relationships” with their main faculty advisers.",neutral,0.8564958572387695,0.0
7411,Mrs Fields,"“Bob Dylan winning a Nobel in Literature is like Mrs Fields being awarded 3 Michelin stars,” the novelist Rabih Alameddine wrote on Twitter.",joy,0.705124020576477,0.0
7464,Professor Torres,"Professor Torres said that there was much to be lost if the concessions were reversed, and that Havana would exercise restraint in its dealings with the Trump administration.",neutral,0.6716867685317993,0.036
7464,Professor Torres,"“There’s no question this is a bad start to things,” Professor Torres said as thousands of students streamed by to bid goodbye to Fidel Castro, adding that Mr.",disgust,0.9021416306495667,0.0
7465,Professor Watchlist,"The site, Professor Watchlist, which first appeared Nov.",joy,0.3460521697998047,0.0
7465,Professor Watchlist,"The Professor Watchlist is a project of Turning Point USA, a nonprofit organization that says its mission is to educate students about “true free market values.",neutral,0.8527172803878784,0.0
7465,Professor Pino,Professor Pino said professors should not fight the creators of the list directly but instead seek allies on and off campus to address what gave rise to the atmosphere that allowed the website to flourish in the first place.,neutral,0.8956136107444763,0.026
7465,Professor Pino,"Trump as president, Professor Pino said.",neutral,0.5766169428825378,0.0
7465,Professor Neuberger,” But Professor Neuberger said in an email that the characterization was inaccurate.,neutral,0.47098615765571594,0.0
7465,Professor Pino,"Professor Pino said Professor Watchlist was a “reboot” of similar past efforts, such as Discover the Networks by the conservative activist David Horowitz.",neutral,0.9325230121612549,0.0
7465,Professor Watchlist,"Professor Pino said Professor Watchlist was a “reboot” of similar past efforts, such as Discover the Networks by the conservative activist David Horowitz.",neutral,0.9325230121612549,0.0
7465,Professor Neuberger,"“In the past, I have taken the position that we ignore such challenges to free speech and the hate mail that usually accompanies it, but no longer,” Professor Neuberger said.",neutral,0.7580744028091431,0.0
7493,Professor Freedman,"Smith was going to die, Professor Freedman made a more modest point.",neutral,0.858568549156189,0.0
7493,Professor Freedman,"“The time has long ago passed for the court to address forthrightly a situation which is simply unseemly,” Professor Freedman said.",disgust,0.952006995677948,0.0
7502,Professor Navarro,"Professor Navarro is widely considered the   for the post, and his views on trade are more in line with the  ’s.",neutral,0.8865339159965515,0.0
7517,Dr Pepper,"Inside there’s nothing much  —   a bunch of improvised desks, a table tennis table, cartons of Popchips and cases of Dr Pepper.",neutral,0.3813670575618744,0.0
7657,Professor Stone,"“Short of legislation that restricts things, there is not much a president could do in these matters to restrain a successor,” Professor Stone said.",neutral,0.8848490715026855,0.042
7657,Professor Ackerman,"That includes “the fundamental institutional legacy” of relying on executive branch lawyers to produce creative legal opinions clearing the way for preferred policies, Professor Ackerman said.",neutral,0.9543082118034363,0.0
7705,Professor Mazzone,"“There really is something unique about the position Republican senators are taking with respect to the Scalia vacancy,” said Professor Mazzone, who teaches at the University of Illinois.",neutral,0.8691396117210388,0.0
7705,Professor Mazzone,"“There is a difference,” Professor Mazzone said, “between the Senate rejecting, as it’s quite entitled to do, a particular nominee on the merits, and the Senate taking the position that a president cannot exercise a constitutionally delegated power.",neutral,0.7926077246665955,0.0
7705,Professor Kar,"“History draws a distinction between rejecting a candidate and rejecting a presidential power,” said Professor Kar, who also teaches at the University of Illinois.",neutral,0.752578616142273,0.0
7705,Professor Mazzone,I asked Professor Mazzone what he would tell a Republican senator to do in considering Judge Garland’s nomination.,neutral,0.8692952394485474,0.053
7741,Professor Quinn,"“Failures pave the way for better agreements down the road,” Professor Quinn said.",neutral,0.8039567470550537,0.0
7741,Professor Fortna,"This was often how multiparty wars like Syria’s broke from the cycle of   conflict, Professor Fortna said.",fear,0.5874798893928528,0.0
7741,Professor Fortna,"Whether Syria slips into a virtuous cycle or vicious one, Professor Fortna said, depends in large part on the United States and Russia.",neutral,0.5646847486495972,0.0
7741,Professor Fortna,Professor Fortna argued that interim United   agreements like this week’s could eventually move them into a sort of   role.,neutral,0.5788975954055786,0.05
7741,Professor Fortna,"“There’s not a lot of incentive to give the other guy the benefit of the doubt, which is why wars are hard to end,” Professor Fortna said.",neutral,0.9090766906738281,0.0
7810,Mr Lock,The YPG wrote a letter to Mr Lock’s family informing them of his death and praising him for his bravery.,joy,0.3790239691734314,0.0
7810,Mr Lock,Mr Lock is the third Brit to die fighting Islamic State.,sadness,0.7878527641296387,0.0
7822,Dr Gavin Ashenden,"Commenting on matter on the Archbishop Cranmer blogsite, the Rev’d Dr Gavin Ashenden, Chaplain to the Queen, said: “It’s hard to know what was in the mind of the Provost of Glasgow Cathedral when he arranged for this assault on Jesus and the apostles.",disgust,0.8104391098022461,0.0
7833,Professor Armstrong,"[Professor Armstrong, who   the   Journal of Forecasting in 1982 and the International Journal of Forecasting in 1985, made the claim in a presentation about what he considers to be “alarmism” from forecasters over   climate change.",fear,0.9755343198776245,0.0
7863,Professor George Borjas,"The current inflow of cheap foreign workers cuts’ Americans salaries and effectively transfers roughly $500 billion a year from pay packets into investors’ profits, according to calculations by Professor George Borjas, a Harvard researcher.",neutral,0.8560304641723633,0.0
7951,Dr Roy Spencer,"[Dr Roy Spencer, meteorologist and noted climate skeptic at the University of Huntsville, Alabama, reports at his website that the shots were aimed at the office of his colleague and fellow sceptic, Dr John Christy:  A total of seven shots were fired into our National Space Science and Technology Center (NSSTC) building here at UAH over the weekend.",fear,0.2880593240261078,0.0
7951,Dr John Christy,"[Dr Roy Spencer, meteorologist and noted climate skeptic at the University of Huntsville, Alabama, reports at his website that the shots were aimed at the office of his colleague and fellow sceptic, Dr John Christy:  A total of seven shots were fired into our National Space Science and Technology Center (NSSTC) building here at UAH over the weekend.",fear,0.2880593240261078,0.0
7968,Ms Nohai,[As reported by the UK Independent:  The South African man and his Ukranian fiancee were reportedly arrested after a doctor in Abu Dhabi who treated Ms Nohai for stomach cramps discovered she was pregnant.,sadness,0.5454745888710022,0.0
7968,Mr Culverwell,"Mr Culverwell’s mother, Linda, said she was unable to get any answers from either the authorities in Abu Dhabi, the South African Embassy in the UAE or the South African consulate there.",sadness,0.9246730208396912,0.0
8161,Mrs Le Pen,"”  One launched a barrage of eggs at Mrs Le Pen and her entourage, causing her to duck for cover.",fear,0.6187727451324463,0.0
8161,Mrs Le Pen,The incident comes after her centrist rival Emmanuel Macron attacked Mrs Le Pen as a “parasite” and “liar” who risked throwing the nation into civil war during a heated TV debate last night.,anger,0.7054618000984192,0.0
8217,Mr President,"Mr President  —   jobs, the economy and the American way are in peril here.",fear,0.8894336223602295,0.0
8348,Ms Le Pen,” Ms Le Pen hailed the victory of Donald Trump last November as a “victory of the people against the elites” and said a “global revolution” was underway against “unfettered globalisation”.,joy,0.6509829759597778,0.0
8365,Professor Wright,"[A syllabus for Professor Wright’s class, entitled “Class, State, and Ideology: An Introduction to Social Science in the Marxist Tradition,” was published only by the free   MacIver Institute.",neutral,0.8285194039344788,0.0
8412,Professor Finnis,"Professor Finnis was tapped by the   Solicitor General Timothy Tymkovich, to help defend a 1992 state constitutional amendment that broadly restricted the state from protecting gay, Lesbian and bisexual people from discrimination.",fear,0.21057233214378357,0.0
8458,Mr Farage,"[Speaking at a party thrown for Mr Farage on the top floor of the Hay Adams hotel, Phil Bryant said: “There is an opportunity for him to work directly with the president, we call it ‘close but unofficial’.",neutral,0.387012779712677,0.0
8458,Mr Bryant,"” The Telegraph quotes Mr Bryant as adding: “I don’t want to speak for the president but I know that the president has a great deal of trust in Nigel Farage, and I think he is going to turn to him as an adviser and there would be none better.",neutral,0.9293739199638367,0.02
